url_length,hostname_length,path_length,query_length,digit_count,letter_count,special_character_count,dot_count,slash_count,hyphen_count,underscore_count,question_count,equal_count,ampersand_count,percent_count,subdomain_count,has_https,has_http,has_at_symbol,has_ip_address,has_query,has_fragment,has_percent_encoding,has_suspicious_double_slash,url_entropy,label
24,16,0,0,0,18,6,3,2,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,3.9387218755408675,1
33,25,0,0,0,28,5,2,2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,3.9344186501738876,1
20,13,0,0,0,15,5,2,2,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,3.5464393446710156,0
20,12,0,0,0,15,5,2,2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,3.5841837197791886,1
28,21,0,0,0,23,5,2,2,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,4.110577243331642,0
28,21,0,0,0,22,6,3,2,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,3.7979026896829473,0
33,24,1,0,2,24,7,2,3,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,4.020926316000352,0
25,17,0,0,0,20,5,2,2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,3.9434651896016457,1
30,22,0,0,0,25,5,2,2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,3.681727678869737,1
42,33,1,0,3,30,9,2,3,3,0,0,0,0,0,1,1,0,0,0,0,0,0,0,4.2072117677593,0
140,23,11,97,19,104,17,1,6,2,4,1,2,0,0,0,1,0,0,0,1,0,0,0,5.065247460738568,0
28,20,0,0,0,23,5,2,2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,3.8518232255517653,1
28,20,0,0,0,22,6,3,2,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,3.9407598325400897,1
25,17,0,0,0,20,5,2,2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,3.7336606896881848,1
23,16,0,0,0,18,5,2,2,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,3.7622673906514947,0
35,26,1,0,6,22,7,2,3,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,4.114718016821339,0
25,17,0,0,0,20,5,2,2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,3.6536606896881856,1
32,23,1,0,0,27,5,1,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3.941428031846024,0
26,18,0,0,0,21,5,2,2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,3.767183467891461,1
25,18,0,0,0,20,5,2,2,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,3.9434651896016457,0
20,12,0,0,0,15,5,2,2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,3.5841837197791886,1
27,19,0,0,0,22,5,2,2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,4.060262039120378,1
37,12,17,0,4,27,6,1,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4.270132081786695,0
22,14,0,0,0,17,5,2,2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,3.879664004902593,1
31,22,1,0,1,23,7,2,3,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,3.9779168746936358,0
31,24,0,0,0,26,5,2,2,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,3.8488846166291197,0
36,28,0,0,0,30,6,3,2,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,4.051462154039801,1
26,18,0,0,0,21,5,2,2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,3.8731406795131327,1
18,10,0,0,0,13,5,2,2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,3.0441104177484006,1
25,17,0,0,0,20,5,2,2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,3.893660689688185,1
26,18,0,0,0,21,5,2,2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,3.671405583442497,1
26,18,0,0,0,21,5,2,2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,3.9790978911348045,1
21,13,0,0,0,16,5,2,2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,3.33209539866017,1
31,24,0,0,0,25,6,3,2,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,3.873235826376328,0
24,17,0,0,0,19,5,2,2,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,3.8035088547976783,0
23,15,0,0,0,18,5,2,2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,3.74095326040484,1
21,14,0,0,0,16,5,2,2,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,3.4992275417233563,0
27,20,0,0,7,14,6,3,2,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,3.9582291686698796,0
26,17,1,0,0,20,6,2,3,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,3.7192945256669785,0
29,21,0,0,0,24,5,2,2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,3.9783335811852645,1
35,27,0,0,0,30,5,2,2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,3.857016588002657,1
24,16,0,0,1,18,5,2,2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,3.9701755214643457,1
92,16,68,0,39,40,13,3,5,0,1,0,0,0,3,1,1,0,0,0,0,0,1,0,4.775907951692755,0
35,27,0,0,0,30,5,2,2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,3.943289445392767,1
27,19,0,0,0,22,5,2,2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,4.032303242743954,1
37,28,1,0,1,30,6,2,3,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,4.242576676147401,0
27,19,0,0,0,22,5,2,2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,3.6619328723735824,1
16,8,1,0,0,11,5,1,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3.577819531114783,0
52,45,0,0,1,41,10,4,2,3,0,0,0,0,0,3,0,1,0,0,0,0,0,0,4.188836661715557,0
28,20,0,0,0,23,5,2,2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,3.9677201004744997,1
20,12,0,0,0,15,5,2,2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,3.5841837197791886,1
32,24,0,0,0,27,5,2,2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,3.875807235905091,1
34,25,1,0,6,21,7,2,3,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,4.231009444816111,0
23,15,0,0,0,17,6,3,2,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,3.849223912390625,1
20,12,0,0,0,15,5,2,2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,3.3841837197791884,1
26,18,0,0,0,21,5,2,2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,3.657385276650178,1
64,25,12,19,16,37,11,2,4,0,0,1,2,1,0,1,0,1,0,0,1,0,0,0,4.960479296672175,0
55,47,0,0,18,27,10,3,2,4,0,0,0,0,0,2,1,0,0,0,0,0,0,0,4.362466985937245,0
25,17,0,0,0,20,5,2,2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,3.863465189601646,1
25,17,0,0,0,20,5,2,2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,3.893660689688185,1
29,21,0,0,0,24,5,2,2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,3.9093680639438846,1
35,27,0,0,0,30,5,2,2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,4.150292659616668,1
28,20,0,0,0,21,7,3,2,1,0,0,0,0,0,2,1,0,0,0,0,0,0,0,4.039148671903072,1
41,33,0,0,0,36,5,2,2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,4.1315846264110005,1
29,21,0,0,0,24,5,2,2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,3.952302977662386,1
55,46,1,0,0,45,10,3,3,3,0,0,0,0,0,2,1,0,0,0,0,0,0,0,4.303934605048634,0
43,34,1,0,6,29,8,2,3,2,0,0,0,0,0,1,1,0,0,0,0,0,0,0,4.370821080626419,0
19,11,0,0,0,14,5,2,2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,3.6818808028034016,1
27,20,0,0,7,14,6,3,2,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,3.9582291686698796,0
46,37,1,0,19,21,6,2,3,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,4.414441303694972,0
31,23,0,0,0,26,5,2,2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,4.106949132758152,1
34,26,0,0,0,27,7,4,2,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,4.101881223476018,1
26,18,0,0,0,21,5,2,2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,3.6094963344256965,1
48,39,1,0,0,41,7,3,3,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,3.886508595818438,0
20,13,0,0,0,15,5,2,2,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,3.6841837197791887,0
21,13,0,0,0,15,6,3,2,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,3.5225715891363594,1
25,17,0,0,0,19,6,3,2,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,3.8332696895151073,1
21,13,0,0,0,16,5,2,2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,3.5585186130489057,1
35,27,0,0,0,30,5,2,2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,3.992870516635899,1
26,17,1,0,0,20,6,2,3,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,4.132944044980958,0
29,21,0,0,0,24,5,2,2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,3.866433150225384,1
23,15,0,0,0,18,5,2,2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,3.882045108136863,1
27,19,0,0,0,22,5,2,2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,3.8841550945958048,1
27,19,0,0,0,22,5,2,2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,3.958229168669879,1
32,24,0,0,0,25,7,2,2,2,0,0,0,0,0,1,1,0,0,0,0,0,0,0,3.8042292966721747,1
36,27,1,0,1,27,8,2,3,2,0,0,0,0,0,1,1,0,0,0,0,0,0,0,4.197159723424148,0
71,39,24,0,1,55,15,7,5,1,1,0,0,0,0,5,1,0,0,0,0,0,0,0,4.4237564512795515,0
22,14,0,0,0,17,5,2,2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,3.538310595615006,1
48,41,0,0,17,26,5,2,2,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,4.277569011092751,0
31,23,0,0,0,26,5,2,2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,4.018081793978685,1
21,13,1,0,10,4,7,3,3,0,0,0,0,0,0,2,0,1,0,1,0,0,0,0,3.4273334938982645,0
89,7,74,0,9,71,9,1,5,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,4.791862825764513,0
31,23,0,0,0,26,5,2,2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,3.692279682039657,1
23,15,0,0,0,17,6,3,2,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,3.729446194905257,1
22,15,0,0,0,17,5,2,2,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,3.879664004902593,0
25,17,0,0,0,20,5,2,2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,3.813660689688185,1
21,13,0,0,2,14,5,2,2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,3.5944656369614525,1
46,39,0,0,1,35,10,4,2,3,0,0,0,0,0,3,0,1,0,0,0,0,0,0,4.221946673862942,0
22,14,0,0,0,16,6,3,2,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,3.447401504705915,1
31,23,0,0,0,26,5,2,2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,3.9779168746936358,1
35,27,0,0,0,30,5,2,2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,3.9684490031423745,1
21,13,0,0,0,16,5,2,2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,3.4399364703978077,1
30,23,0,0,0,25,5,2,2,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,3.7777471629109445,0
22,15,0,0,0,17,5,2,2,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,3.6069367321753205,0
18,10,0,0,3,10,5,2,2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,3.4613201402110083,1
24,16,0,0,0,19,5,2,2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,3.9701755214643453,1
31,23,0,0,0,25,6,2,2,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,3.7442035683118124,1
47,39,0,0,0,42,5,2,2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,3.948547501563509,1
26,18,0,0,0,21,5,2,2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,3.8441065448145375,1
35,26,1,0,2,27,6,2,3,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,4.264578373902382,0
36,28,0,0,0,31,5,2,2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,4.062305474194334,1
36,28,0,0,0,29,7,2,2,2,0,0,0,0,0,1,1,0,0,0,0,0,0,0,4.065079515030719,1
45,28,10,0,0,36,9,3,3,2,0,0,0,0,0,1,0,1,0,0,0,0,0,0,4.05844213046261,0
31,23,0,0,0,26,5,2,2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,4.042433003725894,1
43,34,1,0,0,36,7,2,3,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,4.129184812590067,0
24,16,0,0,0,18,6,3,2,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,3.7406015629507228,1
38,31,0,0,4,27,7,2,2,2,0,0,0,0,0,1,0,1,0,0,0,0,0,0,4.221097250057957,0
21,13,0,0,0,16,5,2,2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,3.594465636961452,1
25,17,0,0,0,20,5,2,2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,3.6234651896016463,1
33,25,0,0,0,27,6,3,2,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,3.9831956342477306,1
30,22,0,0,0,23,7,3,2,1,0,0,0,0,0,2,1,0,0,0,0,0,0,0,3.8062389286533893,1
48,41,0,0,21,22,5,2,2,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,4.163320189106001,0
23,15,0,0,0,18,5,2,2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,3.6753108689123644,1
24,17,0,0,0,19,5,2,2,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,3.8349625007211565,0
27,19,0,0,0,21,6,3,2,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,3.958229168669879,1
23,15,0,0,0,17,6,2,2,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,3.414441303694973,1
77,25,45,0,2,63,12,4,7,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,4.088660576310605,0
22,14,0,0,0,17,5,2,2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,3.447401504705915,1
26,18,0,0,0,21,5,2,2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,3.7381493331928657,1
28,20,0,0,0,23,5,2,2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,4.0836169753972325,1
24,17,0,0,0,19,5,2,2,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,3.7406015629507228,0
27,19,0,0,0,22,5,2,2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,3.8380398168981555,1
98,26,7,56,6,79,13,1,4,1,0,1,3,1,0,0,1,0,0,0,1,0,0,0,4.820766350514961,0
27,19,0,0,0,22,5,2,2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,3.736006946447657,1
39,31,0,0,0,34,5,2,2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,3.935935796218897,1
40,32,0,0,0,35,5,2,2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,3.9964393446710145,1
28,20,0,0,0,23,5,2,2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,4.110577243331643,1
20,12,0,0,0,15,5,2,2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,3.6841837197791887,1
29,22,0,0,0,24,5,2,2,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,4.017824858003425,0
26,18,0,0,0,21,5,2,2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,3.796217602590056,1
31,23,0,0,0,26,5,2,2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,3.889049535914169,1
32,24,0,0,0,25,7,2,2,2,0,0,0,0,0,1,1,0,0,0,0,0,0,0,4.101409765557392,1
21,13,0,0,0,15,6,3,2,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,3.52257158913636,1
31,23,0,0,0,26,5,2,2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,3.9779168746936358,1
24,16,0,0,0,19,5,2,2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,3.9387218755408675,1
30,22,0,0,0,24,6,3,2,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,3.8729055953200557,1
23,15,0,0,0,18,5,2,2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,3.6753108689123644,1
32,24,0,0,0,26,6,2,2,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,4.140319531114783,1
21,13,0,0,0,16,5,2,2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,3.6537567082870006,1
25,17,0,0,0,20,5,2,2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,4.053660689688185,1
34,25,1,0,6,21,7,2,3,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,4.34865650363964,0
31,23,0,0,0,25,6,3,2,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,4.018081793978685,1
34,26,0,0,0,29,5,2,2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,4.101881223476019,1
30,22,0,0,0,25,5,2,2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,3.9898980954642878,1
25,17,0,0,0,19,6,2,2,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,3.703465189601647,1
31,23,0,0,0,26,5,2,2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,3.953565664946427,1
26,18,0,0,1,19,6,3,2,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,4.103909910282363,1
28,20,0,0,0,23,5,2,2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,3.7534343861887853,1
32,23,1,0,0,25,7,2,3,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,3.952819531114783,0
33,25,0,0,0,28,5,2,2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,4.040775468486825,1
25,17,0,0,0,19,6,3,2,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,3.913269689515107,1
26,18,0,0,0,21,5,2,2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,3.8441065448145375,1
26,18,0,0,0,20,6,3,2,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,3.8441065448145375,1
32,25,0,0,0,25,7,3,2,1,0,0,0,0,0,2,0,1,0,0,0,0,0,0,3.9917292966721747,0
28,20,0,0,0,22,6,3,2,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,3.6995138503199656,1
25,17,0,0,0,19,6,3,2,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,3.753269689515107,1
24,16,0,0,0,19,5,2,2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,3.8035088547976788,1
28,20,0,0,0,23,5,2,2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,3.9677201004744993,1
24,16,0,0,0,18,6,2,2,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,3.772055208874201,1
30,22,0,0,0,23,7,3,2,1,0,0,0,0,0,2,1,0,0,0,0,0,0,0,3.8314018453921723,1
28,20,0,0,0,23,5,2,2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,3.5121884039686613,1
31,23,0,0,0,26,5,2,2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,3.692279682039657,1
28,20,0,0,0,23,5,2,2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,4.039148671903072,1
36,28,0,0,0,30,6,2,2,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,4.009523959475163,1
21,13,0,0,0,16,5,2,2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,3.784941827437642,1
29,21,0,0,0,24,5,2,2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,4.1162646156680225,1
42,33,1,0,0,36,6,2,3,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,4.243158791671845,0
74,29,7,29,2,59,13,1,4,2,0,1,2,1,0,0,1,0,0,0,1,0,0,0,4.74014179869381,0
25,17,0,0,0,20,5,2,2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,3.7336606896881848,1
25,17,0,0,0,20,5,2,2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,3.9434651896016457,1
24,16,0,0,0,19,5,2,2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,3.8868421881310122,1
28,21,0,0,0,22,6,3,2,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,3.9677201004744997,0
29,21,0,0,0,24,5,2,2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,3.909368063943885,1
25,17,0,0,0,20,5,2,2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,3.843856189774724,1
31,23,0,0,0,25,6,2,2,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,4.0667842134731025,1
38,30,0,0,0,33,5,2,2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,4.000978092779002,1
24,16,0,0,0,19,5,2,2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,3.772055208874201,1
27,19,0,0,0,22,5,2,2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,3.8841550945958048,1
20,12,0,0,0,15,5,2,2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,3.4841837197791885,1
30,22,0,0,0,25,5,2,2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,4.12323142879762,1
28,20,0,0,0,23,5,2,2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,3.767375797816042,1
37,29,0,0,0,32,5,2,2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,4.064466123018132,1
24,17,0,0,0,18,6,3,2,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,3.688721875540867,0
19,11,0,0,0,14,5,2,2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,3.5766176449086653,1
21,13,0,0,0,16,5,2,2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,3.5585186130489057,1
20,12,0,0,0,15,5,2,2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,3.5464393446710156,1
24,16,0,0,0,19,5,2,2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,3.8035088547976788,1
20,13,0,0,0,15,5,2,2,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,3.546439344671015,0
21,14,0,0,0,16,5,2,2,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,3.6304126608739975,0
